InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV101374,SKU-1011,Wireless Earbuds,Electronics,3,2024-12-13 00:00,3499,C0001,India
INV103764,SKU-1006,Gel Pen Pack,Stationery,10,2024-04-28 00:00,99,C0110,France
INV100892,SKU-1014,Power Bank 10000mAh,Electronics,6,2024-03-27 00:00,1799,C0111,United Kingdom
INV103935,SKU-1007,Water Bottle 1L,Home,3,2024-10-02 00:00,399,C0089,France
INV102806,SKU-1013,Sticky Notes,Stationery,10,2024-02-07 00:00,79,,United States
INV103517,SKU-1003,USB-C Cable,Electronics,3,2024-08-26 00:00,299,C0101,United States
INV102271,SKU-1015,Yoga Mat,Home,10,2024-12-31 00:00,899,C0115,Germany
INV100318,SKU-1013,Sticky Notes,Stationery,2,2024-12-25 00:00,79,C0002,France
INV100983,SKU-1006,Gel Pen Pack,Stationery,3,2024-06-28 00:00,99,C0068,United Kingdom
INV102089,SKU-1008,Coffee Mug,Home,9,2024-05-12 00:00,249,C0083,India
INV103450,SKU-1008,Coffee Mug,Home,10,2024-04-29 00:00,249,C0042,France
INV100801,SKU-1014,Power Bank 10000mAh,Electronics,9,2024-02-09 00:00,1799,C0040,France
INV100089,SKU-1015,Yoga Mat,Home,2,2024-06-05 00:00,899,C0077,United Kingdom
INV102282,SKU-1006,Gel Pen Pack,Stationery,4,2024-11-22 00:00,99,C0024,United States
INV100891,SKU-1008,Coffee Mug,Home,3,2024-05-18 00:00,249,C0110,France
INV102272,SKU-1002,,Electronics,10,2024-05-22 00:00,2499,C0069,India
INV103785,SKU-1004,Laptop Stand,Accessories,6,2024-11-10 00:00,1299,C0030,Germany
INV102389,SKU-1001,Wireless Mouse,Electronics,1,2024-08-25 00:00,799,C0072,India
INV103077,SKU-1014,Power Bank 10000mAh,Electronics,11,2024-04-01 00:00,1799,C0086,France
INV101471,SKU-1007,Water Bottle 1L,Home,3,2024-02-11 00:00,399,C0007,India
INV103758,SKU-1009,Desk Lamp,Home,2,2024-08-21 00:00,1499,,France
INV100043,SKU-1014,Power Bank 10000mAh,Electronics,3,2024-03-24 00:00,1799,C0069,India
INV102216,SKU-1003,USB-C Cable,Electronics,4,2024-02-09 00:00,299,C0037,United States
INV101823,SKU-1007,Water Bottle 1L,Home,1,2024-03-17 00:00,399,C0090,United States
INV100781,SKU-1011,Wireless Earbuds,Electronics,11,2024-12-11 00:00,3499,C0107,France
INV103845,SKU-1013,Sticky Notes,Stationery,9,2024-11-21 00:00,79,C0031,Germany
INV101750,SKU-1006,Gel Pen Pack,Stationery,4,2024-10-24 00:00,99,C0045,USA
INV101114,SKU-1015,Yoga Mat,Home,1,2024-06-20 00:00,899,C0042,France
INV100239,SKU-1002,Mechanical Keyboard,Electronics,1,2024-11-01 00:00,2499,C0034,Germany
INV102354,SKU-1006,Gel Pen Pack,Stationery,1,2024-05-30 00:00,99,C0115,Germany
INV100140,SKU-1015,Yoga Mat,Home,9,2024-05-11 00:00,899,C0002,France
INV102055,SKU-1011,Wireless Earbuds,Electronics,11,2024-10-08 00:00,3499,C0101,united kingdom
INV101517,SKU-1012,Phone Case,Accessories,10,2024-06-25 00:00,499,C0037,United States
INV100643,SKU-1013,Sticky Notes,Stationery,4,2024-08-05 00:00,79,C0037,United States
INV103784,SKU-1007,Water Bottle 1L,Home,6,2024-03-24 00:00,399,C0041,India
INV103916,SKU-1004,Laptop Stand,Accessories,9,2024-02-05 00:00,1299,C0103,United States
INV103446,SKU-1003,USB-C Cable,Electronics,9,2024-07-08 00:00,299,C0090,United States
INV102265,SKU-1003,USB-C Cable,Electronics,6,2024-09-04 00:00,299,C0077,United Kingdom
INV101804,SKU-1003,USB-C Cable,Electronics,1,2024-05-27 00:00,299,C0025,France
INV101525,SKU-1014,Power Bank 10000mAh,Electronics,9,2024-05-30 00:00,1799,C0100,India
INV101282,SKU-1003,USB-C Cable,Electronics,3,2024-08-27 00:00,299,C0074,India
INV103242,SKU-1012,Phone Case,Accessories,3,2024-09-17 00:00,499,,United Kingdom
INV102511,SKU-1005,Notebook A5,Stationery,7,2024-04-29 00:00,149,C0112,France
INV101466,SKU-1001,Wireless Mouse,Electronics,9,2024-07-16 00:00,799,,India
INV101886,SKU-1008,Coffee Mug,Home,6,2024-02-16 00:00,249,C0120,India
INV101729,SKU-1015,Yoga Mat,Home,10,2024-07-09 00:00,899,C0029,united kingdom
INV100220,SKU-1003,USB-C Cable,Electronics,1,2024-04-03 00:00,299,C0074,India
INV103976,SKU-1009,Desk Lamp,Home,10,2024-01-15 00:00,1499,C0044,United Kingdom
INV102970,SKU-1009,Desk Lamp,Home,3,2024-06-21 00:00,1499,C0104,India
INV103840,SKU-1002,Mechanical Keyboard,Electronics,10,2024-01-23 00:00,2499,C0033,India
INV100037,SKU-1006,Gel Pen Pack,Stationery,3,2024-08-06 00:00,99,C0001,India
INV101968,SKU-1007,WATER BOTTLE 1L,Home,11,2024-12-05 00:00,399,C0092,United States
INV102125,SKU-1001,Wireless Mouse,Electronics,11,2024-01-15 00:00,799,C0011,Germany
INV101248,SKU-1014,Power Bank 10000mAh,Electronics,3,2024-02-19 00:00,1799,C0097,United Kingdom
INV100570,SKU-1004,Laptop Stand,Accessories,7,2024-02-17 00:00,1299,C0083,India
INV100498,SKU-1003,USB-C Cable,Electronics,9,2024-08-18 00:00,299,C0047,Germany
INV100100,SKU-1015,Yoga Mat,Home,7,2024-10-11 00:00,899,C0065,Germany
INV103377,SKU-1013,Sticky Notes,Stationery,7,2024-09-08 00:00,79,C0067,United States
INV102976,SKU-1008,Coffee Mug,Home,3,2024-06-26 00:00,249,C0048,United States
INV102437,SKU-1009,Desk Lamp,Home,1,2024-10-01 00:00,1499,C0082,Germany
INV100186,SKU-1015,Yoga Mat,Home,7,2024-12-13 00:00,899,C0049,France
INV101894,SKU-1008,Coffee Mug,Home,8,2024-09-23 00:00,249,C0020,Germany
INV102628,SKU-1006,Gel Pen Pack,Stationery,7,2024-07-14 00:00,N/A,C0093,United States
INV101775,SKU-1003,USB-C Cable,Electronics,11,2024-07-13 00:00,299,C0045,India
INV102584,SKU-1004,Laptop Stand,Accessories,5,2024-11-12 00:00,1299,C0037,United States
INV103060,SKU-1013,Sticky Notes,Stationery,1,2024-10-09 00:00,79,C0113,Germany
INV102867,SKU-1005,Notebook A5,Stationery,9,2024-09-19 00:00,149,C0115,Germany
INV101588,SKU-1006,Gel Pen Pack,Stationery,-4,2024-09-22 00:00,99,C0029,Germany
INV102735,SKU-1013,Sticky Notes,Stationery,4,2024-11-28 00:00,79,C0009,United Kingdom
INV102158,SKU-1009,Desk Lamp,Home,3,2024-01-28 00:00,1499,C0023,India
INV101593,SKU-1008,Coffee Mug,Home,1,2024-11-03 00:00,249,C0057,Germany
INV103111,SKU-1015,Yoga Mat,Home,5,2024-03-22 00:00,899,C0027,Germany
INV101648,SKU-1007,Water Bottle 1L,Home,5,2024-07-16 00:00,399,C0015,France
INV103815,SKU-1012,Phone Case,Accessories,9,2024-11-13 00:00,499,C0075,France
INV102299,SKU-1002,Mechanical Keyboard,Electronics,5,2024-06-20 00:00,2499,C0089,France
INV101658,SKU-1014,Power Bank 10000mAh,Electronics,3,2024-02-08 00:00,1799,C0012,United States
INV100978,SKU-1015,Yoga Mat,Home,2,2024-02-04 00:00,899,C0020,Germany
INV101496,SKU-1008,Coffee Mug,Home,3,2024-08-02 00:00,249,C0023,India
INV102399,SKU-1014,,Electronics,4,2024-05-25 00:00,1799,C0014,united kingdom
INV102817,SKU-1001,Wireless Mouse,Electronics,9,2024-01-11 00:00,799,C0016,France
INV100238,SKU-1004,Laptop Stand,Accessories,5,2024-03-21 00:00,1299,C0082,Germany
INV103301,SKU-1002,Mechanical Keyboard,Electronics,6,2024-10-13 00:00,2499,,united kingdom
INV103534,SKU-1010,Backpack,Accessories,6,2024-11-23 00:00,1999,C0104,India
INV100445,SKU-1013,Sticky Notes,Stationery,3,2024-07-30 00:00,79,C0026,USA
INV101394,SKU-1004,Laptop Stand,Accessories,1,2024-09-23 00:00,1299,C0103,United States
INV102965,SKU-1003,USB-C Cable,Electronics,2,2024-09-03 00:00,299,C0094,USA
INV100250,SKU-1013,Sticky Notes,Stationery,4,2024-10-03 00:00,79,C0045,India
INV103569,SKU-1006,Gel Pen Pack,Stationery,3,2024-03-28 00:00,99,C0087,India
INV101052,SKU-1014,Power Bank 10000mAh,Electronics,10,2024-11-25 00:00,1799,C0028,United States
INV100308,SKU-1011,Wireless Earbuds,Electronics,2,2024-12-15 00:00,3499,C0103,United States
INV101675,SKU-1008,Coffee Mug,Home,10,2024-06-25 00:00,249,C0090,United States
INV102100,SKU-1011,Wireless Earbuds,Electronics,4,2024-07-09 00:00,3499,C0061,United States
INV100612,SKU-1013,Sticky Notes,Stationery,1,2024-04-14 00:00,79,C0016,France
INV103052,SKU-1014,Power Bank 10000mAh,Electronics,3,2024-10-29 00:00,1799,C0083,India
INV103314,SKU-1003,USB-C Cable,Electronics,9,2024-02-20 00:00,299,C0014,France
INV100438,SKU-1007,Water Bottle 1L,Home,6,2024-10-23 00:00,399,C0084,United States
INV100696,SKU-1010,Backpack,Accessories,8,2024-12-21 00:00,1999,C0043,France
INV103861,SKU-1009,Desk Lamp,Home,7,2024-12-09 00:00,1499,C0083,India
INV100698,SKU-1014,Power Bank 10000mAh,Electronics,9,2024-02-22 00:00,1799,C0071,France
INV101115,SKU-1010,Backpack,Accessories,5,2024-12-19 00:00,1999,C0092,United States
INV103033,SKU-1011,Wireless Earbuds,Electronics,3,2024-11-05 00:00,3499,C0086,France
INV102040,SKU-1003,USB-C Cable,Electronics,7,2024-08-24 00:00,299,C0060,France
INV101490,SKU-1001,Wireless Mouse,Electronics,11,2024-01-18 00:00,799,C0007,India
INV101738,SKU-1009,Desk Lamp,Home,2,2024-12-03 00:00,1499,C0031,Germany
INV100951,SKU-1003,USB-C Cable,Electronics,2,2024-02-18 00:00,299,C0053,United Kingdom
INV102117,SKU-1003,USB-C Cable,Electronics,3,2024-02-16 00:00,299,C0013,France
INV100791,SKU-1008,Coffee Mug,Home,11,2024-03-14 00:00,249,C0035,United States
INV101021,SKU-1012,,Accessories,11,2024-12-02 00:00,499,C0096,United Kingdom
INV102529,SKU-1003,USB-C Cable,Electronics,6,2024-10-03 00:00,299,C0003,France
INV100869,SKU-1008,Coffee Mug,Home,2,2024-01-23 00:00,249,C0079,Germany
INV101366,SKU-1011,Wireless Earbuds,Electronics,11,2024-01-25 00:00,3499,C0022,United Kingdom
INV101168,SKU-1010,Backpack,Accessories,9,2024-02-18 00:00,1999,C0070,Germany
INV100906,SKU-1009,Desk Lamp,Home,10,2024-04-21 00:00,1499,C0021,Germany
INV101596,SKU-1006,Gel Pen Pack,Stationery,1,2024-03-04 00:00,99,C0081,United States
INV101033,SKU-1008,Coffee Mug,Home,8,2024-06-27 00:00,249,C0077,United Kingdom
INV100018,SKU-1001,Wireless Mouse,Electronics,9,2024-09-27 00:00,799,C0001,India
INV102575,SKU-1014,Power Bank 10000mAh,Electronics,3,2024-11-19 00:00,1799,C0009,United Kingdom
INV102501,SKU-1014,Power Bank 10000mAh,Electronics,5,2024-03-26 00:00,1799,C0044,United Kingdom
INV100839,SKU-1007,,Home,5,2024-01-23 00:00,399,C0006,United States
INV100505,SKU-1012,Phone Case,Accessories,2,2024-05-24 00:00,499,C0093,United States
INV100960,SKU-1015,Yoga Mat,Home,3,2024-12-22 00:00,899,C0036,India
INV102125,SKU-1004,Laptop Stand,Accessories,5,2024-10-12 00:00,1299,,United Kingdom
INV102280,SKU-1008,Coffee Mug,Home,1,2024-04-15 00:00,249,,Germany
INV103430,SKU-1015,Yoga Mat,Home,6,2024-04-12 00:00,899,C0120,India
INV103656,SKU-1003,USB-C Cable,Electronics,2,2024-10-30 00:00,299,C0106,France
INV101714,SKU-1004,Laptop Stand,Accessories,3,2024-08-20 00:00,1299,C0046,United States
INV102290,SKU-1015,Yoga Mat,Home,6,2024-05-16 00:00,899,C0067,United States
INV100603,SKU-1006,Gel Pen Pack,Stationery,7,2024-09-18 00:00,99,C0056,India
INV101074,SKU-1015,Yoga Mat,Home,11,2024-07-22 00:00,899,C0013,France
INV102321,SKU-1004,Laptop Stand,Accessories,4,2024-03-20 00:00,1299,C0098,France
INV103072,SKU-1001,Wireless Mouse,Electronics,4,2024-12-15 00:00,799,C0036,India
INV100630,SKU-1013,Sticky Notes,Stationery,10,2024-11-04 00:00,79,C0097,United Kingdom
INV101104,SKU-1011,Wireless Earbuds,Electronics,5,2024-11-08 00:00,3499,C0098,France
INV102364,SKU-1006,Gel Pen Pack,Stationery,2,2024-03-18 00:00,99,C0061,United States
INV100045,SKU-1001,Wireless Mouse,Electronics,5,2024-10-23 00:00,799,C0043,France
INV100719,SKU-1001,Wireless Mouse,Electronics,8,2024-02-07 00:00,799,C0014,France
INV102038,SKU-1011,Wireless Earbuds,Electronics,11,2024-02-04 00:00,3499,C0085,France
INV102187,SKU-1007,Water Bottle 1L,Home,9,2024-12-02 00:00,399,C0090,United States
INV101564,SKU-1004,Laptop Stand,Accessories,7,2024-03-06 00:00,1299,,France
INV103915,SKU-1010,Backpack,Accessories,11,2024-09-29 00:00,1999,C0108,France
INV102001,SKU-1012,Phone Case,Accessories,4,2024-10-08 00:00,499,C0074,united kingdom
INV100204,SKU-1005,Notebook A5,Stationery,3,2024-07-28 00:00,149,C0005,Germany
INV100329,SKU-1011,Wireless Earbuds,Electronics,3,2024-02-28 00:00,3499,C0011,Germany
INV103127,SKU-1003,USB-C Cable,Electronics,3,2024-05-19 00:00,N/A,C0064,United States
INV100124,SKU-1009,Desk Lamp,Home,6,2024-03-18 00:00,1499,C0082,Germany
INV103770,SKU-1009,Desk Lamp,Home,9,2024-08-05 00:00,1499,C0078,United Kingdom
INV103666,SKU-1001,Wireless Mouse,Electronics,2,2024-04-23 00:00,799,C0113,Germany
INV103099,SKU-1001,Wireless Mouse,Electronics,5,2024-05-12 00:00,799,C0119,United Kingdom
INV102503,SKU-1005,Notebook A5,Stationery,9,2024-03-02 00:00,149,C0109,Germany
INV103192,SKU-1013,Sticky Notes,Stationery,9,2024-11-05 00:00,79,C0084,United States
INV102390,SKU-1003,USB-C Cable,Electronics,9,2024-07-26 00:00,299,C0063,United Kingdom
INV101477,SKU-1010,Backpack,Accessories,9,2024-01-01 00:00,1999,C0058,India
INV103201,SKU-1006,Gel Pen Pack,Stationery,8,2024-02-16 00:00,99,C0041,India
INV101916,SKU-1001,Wireless Mouse,Electronics,1,2024-05-04 00:00,799,C0007,India
INV101770,SKU-1004,Laptop Stand,Accessories,11,2024-08-20 00:00,1299,C0025,France
INV100017,SKU-1007,Water Bottle 1L,Home,1,2024-06-13 00:00,399,C0035,United States
INV103722,SKU-1002,Mechanical Keyboard,Electronics,11,2024-07-04 00:00,2499,C0032,United Kingdom
INV100086,SKU-1015,Yoga Mat,Home,4,2024-09-23 00:00,899,C0054,Germany
INV101886,SKU-1004,Laptop Stand,Accessories,2,2024-11-04 00:00,1299,,united kingdom
INV101387,SKU-1008,Coffee Mug,Home,5,2024-11-03 00:00,249,C0101,United States
INV102879,SKU-1009,Desk Lamp,Home,3,2024-05-01 00:00,1499,C0064,United States
INV100033,SKU-1001,Wireless Mouse,Electronics,11,2024-02-04 00:00,799,C0092,United States
INV103372,SKU-1003,USB-C Cable,Electronics,3,2024-06-01 00:00,299,C0084,United States
INV100586,SKU-1006,Gel Pen Pack,Stationery,2,2024-07-21 00:00,99,C0089,France
INV101757,SKU-1015,Yoga Mat,Home,2,2024-04-08 00:00,899,C0063,United Kingdom
INV103925,SKU-1005,Notebook A5,Stationery,7,2024-01-16 00:00,149,C0062,France
INV101717,SKU-1006,Gel Pen Pack,Stationery,9,2024-08-02 00:00,99,C0015,France
INV103151,SKU-1008,Coffee Mug,Home,4,2024-03-12 00:00,249,,United Kingdom
INV101466,SKU-1007,Water Bottle 1L,Home,4,2024-07-09 00:00,399,C0008,France
INV103876,SKU-1004,Laptop Stand,Accessories,3,2024-10-12 00:00,1299,,United States
INV101811,SKU-1001,Wireless Mouse,Electronics,8,2024-10-15 00:00,799,C0019,United States
INV103906,SKU-1001,Wireless Mouse,Electronics,4,2024-07-15 00:00,799,C0065,Germany
INV101943,SKU-1003,USB-C Cable,Electronics,9,2024-01-17 00:00,299,,Germany
INV103014,SKU-1004,,Accessories,11,2024-07-08 00:00,1299,C0013,France
INV101944,SKU-1005,Notebook A5,Stationery,7,2024-09-28 00:00,149,C0084,United States
INV101121,SKU-1007,Water Bottle 1L,Home,9,2024-10-23 00:00,399,,France
INV102092,SKU-1008,Coffee Mug,Home,10,2024-12-04 00:00,249,C0086,France
INV101003,SKU-1005,Notebook A5,Stationery,10,2024-05-13 00:00,149,C0092,United States
INV100639,SKU-1010,Backpack,Accessories,-11,2024-01-01 00:00,1999,C0056,India
INV103093,SKU-1008,Coffee Mug,Home,11,2024-02-20 00:00,249,C0107,France
INV103850,SKU-1008,Coffee Mug,Home,8,2024-10-27 00:00,249,C0104,India
INV101199,SKU-1012,Phone Case,Accessories,11,2024-11-16 00:00,499,C0057,Germany
INV101731,SKU-1010,Backpack,Accessories,4,2024-11-22 00:00,1999,C0043,united kingdom
INV101107,SKU-1007,Water Bottle 1L,Home,3,2024-05-04 00:00,399,C0099,France
INV103197,SKU-1001,,Electronics,5,2024-07-04 00:00,799,C0092,United States
INV102189,SKU-1015,Yoga Mat,Home,2,2024-03-29 00:00,899,C0094,United Kingdom
INV100061,SKU-1004,,Accessories,10,2024-07-11 00:00,1299,C0034,Germany
INV100099,SKU-1001,Wireless Mouse,Electronics,1,2024-06-06 00:00,799,C0059,France
INV100009,SKU-1005,Notebook A5,Stationery,2,2024-05-06 00:00,149,C0113,Germany
INV100285,SKU-1009,Desk Lamp,Home,6,2024-06-04 00:00,1499,C0093,United States
INV101037,SKU-1010,Backpack,Accessories,1,2024-12-12 00:00,1999,C0058,India
INV100920,SKU-1007,Water Bottle 1L,Home,7,2024-07-27 00:00,399,C0050,France
INV101701,SKU-1001,Wireless Mouse,Electronics,4,2024-12-19 00:00,799,C0069,India
INV101459,SKU-1006,Gel Pen Pack,Stationery,5,2024-03-23 00:00,99,,United States
INV102161,SKU-1003,USB-C Cable,Electronics,1,2024-01-29 00:00,299,C0048,United States
INV102872,SKU-1003,USB-C Cable,Electronics,7,2024-09-18 00:00,299,C0002,France
INV102085,SKU-1008,Coffee Mug,Home,4,2024-10-07 00:00,249,C0068,United Kingdom
INV103822,SKU-1010,Backpack,Accessories,6,2024-04-14 00:00,1999,C0038,United States
INV103728,SKU-1014,Power Bank 10000mAh,Electronics,4,2024-07-25 00:00,1799,C0021,Germany
INV101396,SKU-1014,Power Bank 10000mAh,Electronics,4,2024-06-03 00:00,1799,C0060,France
INV103501,SKU-1003,USB-C Cable,Electronics,8,2024-03-25 00:00,299,C0071,France
INV100082,SKU-1010,Backpack,Accessories,3,2024-12-28 00:00,1999,C0056,India
INV103210,SKU-1001,Wireless Mouse,Electronics,4,2024-09-30 00:00,799,C0088,United Kingdom
INV102812,SKU-1014,Power Bank 10000mAh,Electronics,9,2024-12-08 00:00,1799,C0091,Germany
INV100804,SKU-1002,Mechanical Keyboard,Electronics,4,2024-06-01 00:00,2499,C0092,United States
INV102667,SKU-1012,Phone Case,Accessories,5,2024-12-31 00:00,499,C0007,USA
INV101147,SKU-1009,Desk Lamp,Home,8,2024-01-23 00:00,1499,C0007,India
INV101736,SKU-1014,Power Bank 10000mAh,Electronics,2,2024-03-24 00:00,1799,C0110,France
INV101134,SKU-1005,Notebook A5,Stationery,-6,2024-09-12 00:00,149,C0043,France
INV101189,SKU-1014,Power Bank 10000mAh,Electronics,6,2024-01-09 00:00,1799,C0111,United Kingdom
INV100156,SKU-1012,Phone Case,Accessories,1,2024-11-30 00:00,499,C0093,United States
INV101628,SKU-1014,Power Bank 10000mAh,Electronics,5,2024-12-13 00:00,1799,C0053,United Kingdom
INV101438,SKU-1008,Coffee Mug,Home,9,2024-03-23 00:00,249,C0093,united kingdom
INV102022,SKU-1007,Water Bottle 1L,Home,7,2024-12-26 00:00,399,C0114,Germany
INV102945,SKU-1011,Wireless Earbuds,Electronics,2,2024-10-21 00:00,3499,C0095,United States
INV102083,SKU-1011,Wireless Earbuds,Electronics,6,2024-02-09 00:00,3499,,United Kingdom
INV100364,SKU-1009,Desk Lamp,Home,10,2024-05-31 00:00,1499,C0108,France
INV100586,SKU-1003,USB-C Cable,Electronics,2,2024-05-25 00:00,299,C0080,France
INV103752,SKU-1009,DESK LAMP,Home,7,2024-01-19 00:00,1499,C0102,India
INV102380,SKU-1001,Wireless Mouse,Electronics,2,2024-06-19 00:00,799,C0037,United States
INV100042,SKU-1004,Laptop Stand,Accessories,4,2024-08-01 00:00,1299,C0030,Germany
INV101295,SKU-1009,,Home,11,2024-02-08 00:00,1499,C0018,India
INV103686,SKU-1011,Wireless Earbuds,Electronics,9,2024-03-17 00:00,3499,C0051,France
INV100235,SKU-1011,Wireless Earbuds,Electronics,4,2024-08-06 00:00,3499,C0032,United Kingdom
INV102999,SKU-1010,Backpack,Accessories,5,2024-01-22 00:00,1999,C0023,India
INV101199,SKU-1006,Gel Pen Pack,Stationery,3,2024-07-31 00:00,99,C0034,Germany
INV101951,SKU-1004,Laptop Stand,Accessories,2,2024-10-28 00:00,1299,C0107,France
INV101651,SKU-1005,Notebook A5,Stationery,11,2024-11-12 00:00,149,C0056,India
INV100194,SKU-1001,Wireless Mouse,Electronics,8,2024-08-14 00:00,799,C0022,United Kingdom
INV103877,SKU-1003,USB-C Cable,Electronics,4,2024-04-29 00:00,299,C0007,USA
INV103118,SKU-1001,Wireless Mouse,Electronics,1,2024-03-18 00:00,799,C0091,Germany
INV101253,SKU-1004,Laptop Stand,Accessories,9,2024-06-09 00:00,1299,C0026,France
INV103092,SKU-1009,Desk Lamp,Home,1,2024-03-11 00:00,1499,C0055,Germany
INV102728,SKU-1006,Gel Pen Pack,Stationery,3,2024-01-04 00:00,99,C0001,India
INV103782,SKU-1006,Gel Pen Pack,Stationery,1,2024-08-20 00:00,99,C0044,United Kingdom
INV102228,SKU-1010,Backpack,Accessories,6,2024-10-13 00:00,1999,C0016,France
INV100292,SKU-1014,Power Bank 10000mAh,Electronics,6,2024-10-04 00:00,1799,C0028,United States
INV100042,SKU-1011,Wireless Earbuds,Electronics,3,2024-11-03 00:00,3499,C0063,United Kingdom
INV103643,SKU-1015,Yoga Mat,Home,4,2024-05-28 00:00,899,C0092,United States
INV102479,SKU-1013,Sticky Notes,Stationery,1,2024-09-29 00:00,79,C0088,united kingdom
INV102147,SKU-1014,Power Bank 10000mAh,Electronics,-7,2024-08-27 00:00,1799,C0056,India
INV101242,SKU-1015,Yoga Mat,Home,9,2024-03-10 00:00,899,C0035,United States
INV101269,SKU-1004,Laptop Stand,Accessories,10,2024-06-27 00:00,1299,C0036,India
INV102820,SKU-1009,Desk Lamp,Home,2,2024-01-26 00:00,1499,C0100,India
INV101796,SKU-1004,Laptop Stand,Accessories,9,2024-12-26 00:00,1299,C0045,India
INV103515,SKU-1006,Gel Pen Pack,Stationery,8,2024-10-09 00:00,99,C0088,United Kingdom
INV103405,SKU-1013,Sticky Notes,Stationery,7,2024-06-16 00:00,79,C0059,France
INV103278,SKU-1008,Coffee Mug,Home,4,2024-10-24 00:00,249,C0049,France
INV100560,SKU-1006,Gel Pen Pack,Stationery,5,2024-05-10 00:00,99,,France
INV103516,SKU-1015,Yoga Mat,Home,7,2024-07-04 00:00,899,C0049,France
INV100179,SKU-1009,Desk Lamp,Home,8,2024-10-28 00:00,1499,C0038,United States
INV103017,SKU-1015,Yoga Mat,Home,10,2024-11-07 00:00,899,C0070,Germany
INV100043,SKU-1006,Gel Pen Pack,Stationery,4,2024-08-05 00:00,99,C0068,United Kingdom
INV102389,SKU-1003,USB-C Cable,Electronics,5,2024-07-19 00:00,299,C0088,United Kingdom
INV100411,SKU-1004,Laptop Stand,Accessories,8,2024-10-27 00:00,1299,C0066,United Kingdom
INV101954,SKU-1011,Wireless Earbuds,Electronics,8,2024-08-07 00:00,3499,C0106,France
INV103957,SKU-1003,USB-C Cable,Electronics,8,2024-09-14 00:00,299,C0079,Germany
INV103582,SKU-1011,Wireless Earbuds,Electronics,9,2024-02-27 00:00,3499,C0092,United States
INV101400,SKU-1013,Sticky Notes,Stationery,8,2024-11-15 00:00,79,C0018,India
INV103607,SKU-1005,Notebook A5,Stationery,6,2024-10-22 00:00,149,C0024,United States
INV100735,SKU-1005,Notebook A5,Stationery,11,2024-04-13 00:00,149,C0116,Germany
INV102182,SKU-1010,Backpack,Accessories,6,2024-10-05 00:00,1999,C0097,United Kingdom
INV102615,SKU-1015,Yoga Mat,Home,8,2024-11-24 00:00,899,C0113,Germany
INV103217,SKU-1012,Phone Case,Accessories,5,2024-06-11 00:00,499,C0068,United Kingdom
INV100782,SKU-1009,Desk Lamp,Home,2,2024-09-26 00:00,1499,C0109,Germany
